Reporter Name;Partner Name;Trade Flow;Indicator;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019
Italy;Brunei;Import;Import Partner Share (%);0,0007;0,001;0,0006;0,0005;0,0003;0,0001;0,0002;0,0002;0,0001;0;0,0002;0;0;0;0,0001;0;0,0001;0,0001;0;0,0002;0,0004;0;0;0,0001;0,0003;0,0001
Italy;Bulgaria;Import;Import Partner Share (%);0,1935;0,252;0,2485;0,2918;0,2855;0,2563;0,2841;0,3586;0,3726;0,3931;0,378;0,393;0,3617;0,3365;0,307;0,3738;0,4403;0,5226;0,5868;0,6559;0,6377;0,6204;0,6848;0,5552;0,569;0,5706
Italy;Bunkers;Import;Import Partner Share (%);;;;;;;;;;;;;;;;;;;;;;;;0;;0
Italy;Burkina Faso;Import;Import Partner Share (%);0,0083;0,01;0,008;0,0129;0,0136;0,0099;0,0099;0,0102;0,0089;0,0059;0,0045;0,0023;0,0024;0,0026;0,0021;0,0006;0,0013;0,0029;0,0008;0,0011;0,0043;0,0014;0,0007;0,007;0,0041;0,0119
Italy;Burundi;Import;Import Partner Share (%);0,0011;0,0009;0,0003;0,0002;0,0001;0,0001;0,0001;0,0005;0,0001;0,0003;0,0002;0,0009;0,0009;0,0002;0,0003;0,0007;0,0002;0,0005;0,0004;0,0008;0,0008;0,0009;0,0005;0,0005;0,0004;0,0004
Italy;Cambodia;Import;Import Partner Share (%);0,0011;0,002;0,0026;0,0042;0,005;0,0039;0,0014;0,0022;0,0024;0,0022;0,003;0,0022;0,0027;0,005;0,0078;0,0104;0,0172;0,0255;0,0371;0,0514;0,0625;0,0804;0,0835;0,0809;0,0874;0,0908
Italy;Cameroon;Import;Import Partner Share (%);0,1872;0,1814;0,2074;0,2581;0,2283;0,1907;0,2939;0,2394;0,1487;0,1364;0,1323;0,1437;0,1804;0,1699;0,1462;0,1222;0,0928;0,0917;0,0723;0,032;0,0993;0,0561;0,1053;0,0803;0,1067;0,1106
Italy;Canada;Import;Import Partner Share (%);0,8675;0,9001;0,892;0,8324;0,7572;0,6797;0,7433;0,5896;0,4749;0,4747;0,47;0,4491;0,381;0,4543;0,4591;0,3945;0,4072;0,4106;0,4563;0,4454;0,6963;0,394;0,4025;0,3861;0,3543;0,4121
Italy;Cape Verde;Import;Import Partner Share (%);0,0001;0,0001;0,0005;0;0,0001;0;0;0;0;0;0;0,0001;0,0001;0,0001;0,0001;0;0;0;0,0001;0,0008;0,0008;0,0006;0,0018;0,0016;0,0021;0,0018
Italy;Cayman Islands;Import;Import Partner Share (%);0,0013;0,0036;0,0013;0,0052;0,0005;0,004;0,0074;0,0139;0,0125;0,024;0,033;0,032;0,002;0,0082;0,0083;0,0034;0,0085;0,0002;0,0025;0,0003;0,0141;0,0084;0,0077;0,0027;0,0022;0,0013
Italy;Central African Republic;Import;Import Partner Share (%);0,0038;0,0074;0,003;0,0024;0,0029;0,0015;0,0016;0,0031;0,0031;0,0047;0,0035;0,0026;0,0013;0,002;0,0019;0,0008;0,0003;0,0004;0,0003;0,0002;0;0,0001;0,0004;0,0002;0,0002;0,0007
Italy;Chad;Import;Import Partner Share (%);0,0014;0,0009;0,0011;0,0015;0,0006;0,0004;0,0001;0,0004;0,0002;0,0003;0,0001;0,0001;0;0;0;0;0;0,0008;0;0,0006;0;0,0129;0;0,0003;0,0001;0
Italy;Chile;Import;Import Partner Share (%);0,2337;0,3121;0,2734;0,2494;0,3138;0,334;0,364;0,3716;0,3717;0,3859;0,4505;0,4641;0,6436;0,6951;0,5668;0,3584;0,5207;0,5134;0,4313;0,3406;0,3416;0,3005;0,223;0,2097;0,1774;0,1648
Italy;China;Import;Import Partner Share (%);1,8623;1,9565;1,9376;2,1203;2,2468;2,416;2,7137;2,8272;3,1762;3,6272;4,1375;4,5669;5,0762;5,8054;6,1746;6,4888;7,8304;7,3602;6,5758;6,3909;7,0252;7,6206;7,4388;7,0887;7,2503;7,4637
Italy;Christmas Island;Import;Import Partner Share (%);;;;;;;;;0;;;0;0;0,0001;0;;0;;0;;0;0;0;0;0;
Italy;Cocos (Keeling) Islands;Import;Import Partner Share (%);0,0001;;0;0;;0;;;;;0;;0;0;0;;0;;0;;;;0;0;;0
Italy;Colombia;Import;Import Partner Share (%);0,1001;0,0962;0,1159;0,1293;0,1551;0,1072;0,1212;0,1135;0,1299;0,1358;0,1578;0,1656;0,1392;0,1487;0,1424;0,1474;0,1423;0,1386;0,1339;0,1589;0,2722;0,1986;0,1525;0,1561;0,155;0,2126
Italy;Comoros;Import;Import Partner Share (%);0,0003;;0;0,0001;;0;0;0;0,0002;0;0,0001;0;0,0011;0,0002;;0,0005;0;0;0;0;0,0001;0,0001;0,0001;0;0;
Italy;Congo, Dem. Rep.;Import;Import Partner Share (%);0,0564;;0,039;0,0254;0,0216;0,017;0,0118;0,0097;0,0051;0,004;0,0043;0,0051;0,0058;0,0061;0,0035;0,0032;0,0175;0,0041;0,0254;0,1448;0,1286;0,0211;0,0413;0,0582;0,0479;0,0608
Italy;Congo, Rep.;Import;Import Partner Share (%);0,1254;0,1103;0,1294;0,0468;0,0393;0,02;0,0261;0,0244;0,0255;0,0112;0,0182;0,0084;0,0341;0,008;0,01;0,0104;0,04;0,0961;0,0644;0,062;0,1842;0,264;0,1918;0,1173;0,0902;0,1085
Italy;Cook Islands;Import;Import Partner Share (%);0;;0;;;0;;;0;0,0001;0;0;0;0;0;;0;;0;0,0001;0;0;0;;0;0
Italy;Costa Rica;Import;Import Partner Share (%);0,0635;0,0405;0,0434;0,042;0,0403;0,0363;0,0322;0,0363;0,0368;0,0396;0,0355;0,0309;0,0279;0,0318;0,0297;0,0339;0,0318;0,0339;0,048;0,0505;0,0524;0,0654;0,0723;0,0506;0,0484;0,0507
Italy;Cote d'Ivoire;Import;Import Partner Share (%);0,1706;0,1886;0,1447;0,1291;0,1455;0,1082;0,0897;0,0853;0,0801;0,0904;0,1023;0,0712;0,0679;0,0662;0,0779;0,0807;0,089;0,062;0,0686;0,0648;0,0715;0,0819;0,0808;0,0606;0,0568;0,0514
Italy;Croatia;Import;Import Partner Share (%);0,4911;0,4849;0,3981;0,352;0,3188;0,324;0,3041;0,3322;0,3437;0,3859;0,4412;0,3745;0,3542;0,3303;0,3102;0,4588;0,4099;0,3776;0,3266;0,357;0,3927;0,3806;0,4153;0,404;0,4266;0,4442
Italy;Cuba;Import;Import Partner Share (%);0,0299;0,027;0,0182;0,0091;0,0062;0,006;0,0111;0,0059;0,006;0,0052;0,0046;0,0031;0,0045;0,0051;0,0129;0,0076;0,007;0,0159;0,0125;0,0196;0,006;0,006;0,0053;0,0051;0,0033;0,0036
Italy;Curaçao;Import;Import Partner Share (%);;;;;;;;;;;;;;;;;;0,0083;0,0001;0;;;;;0,0019;0,002
Italy;Cyprus;Import;Import Partner Share (%);0,009;0,0076;0,0067;0,0098;0,0046;0,0126;0,0097;0,0063;0,008;0,0069;0,0068;0,0188;0,0143;0,0184;0,0325;0,0145;0,0456;0,0226;0,0299;0,0156;0,0178;0,0214;0,0179;0,0205;0,0243;0,0387
Italy;Czech Republic;Import;Import Partner Share (%);0,3994;0,4093;0,3776;0,4112;0,4612;0,4134;0,4369;0,5296;0,5886;0,6199;0,6278;0,7827;0,8929;1,0682;1,097;1,1193;1,2194;1,22;1,1896;1,2359;1,3611;1,495;1,7235;1,6215;1,5823;1,6496
Italy;Denmark;Import;Import Partner Share (%);0,9887;0,9332;0,9242;0,841;0,862;0,8263;0,6845;0,723;0,6967;0,7321;0,7383;0,7244;0,6754;0,6386;0,609;0,7537;0,5766;0,5538;0,5764;0,5571;0,5753;0,5848;0,6021;0,6239;0,6028;0,6172
Italy;Djibouti;Import;Import Partner Share (%);0,0004;0,0029;0,0005;0,0001;0,0011;0,0008;0,0007;0,0007;0,0004;0,0002;0,0001;0,0009;0,0007;0,0005;0,0006;0,0005;0,0006;0,0004;0,0004;0,0002;0,0001;0,0004;0,0003;0,0003;0,0002;0
Italy;Dominica;Import;Import Partner Share (%);0,0008;0,0004;0,0001;0,0001;0;0,0001;0,0001;0,0003;0,0001;0,0001;0,0001;0;0;0;0,0001;0,0001;0;0;;0;0,0005;0;0;0;0;0
Italy;Dominican Republic;Import;Import Partner Share (%);0,0173;0,0113;0,0123;0,0154;0,0141;0,0095;0,009;0,0098;0,0126;0,0094;0,0101;0,0098;0,0132;0,0101;0,0116;0,006;0,0104;0,0086;0,0122;0,0177;0,0092;0,0087;0,0134;0,0139;0,0171;0,0137
Italy;East Timor;Import;Import Partner Share (%);;;;;;;;;0;0;0;0;0;;0;;;;;0;0;0;0;0;0;0
Italy;Ecuador;Import;Import Partner Share (%);0,0864;0,0725;0,0812;0,0939;0,0977;0,1106;0,0766;0,0851;0,1112;0,0955;0,0833;0,1011;0,089;0,0811;0,0911;0,1193;0,0967;0,1004;0,0895;0,1022;0,1133;0,084;0,0958;0,1186;0,1189;0,1023
Italy;Egypt, Arab Rep.;Import;Import Partner Share (%);0,7185;0,5472;0,5554;0,4213;0,3389;0,4361;0,4374;0,4119;0,4297;0,3767;0,4467;0,4112;0,6042;0,4868;0,5876;0,4844;0,5175;0,6293;0,6036;0,5187;0,671;0,5359;0,4181;0,4547;0,4943;0,4546
Italy;El Salvador;Import;Import Partner Share (%);0,0031;0,0042;0,0047;0,0059;0,0043;0,0023;0,0024;0,0013;0,003;0,0016;0,0014;0,0023;0,0016;0,0025;0,0023;0,0031;0,0028;0,0042;0,0049;0,005;0,0055;0,0061;0,0074;0,007;0,0075;0,0058
Italy;Equatorial Guinea;Import;Import Partner Share (%);0,0015;0,0012;0,0003;0,0004;0,0005;0,0005;0,0002;0,0003;0,0105;0,0618;0,0466;0,0623;0,0438;0,0339;0,1629;0,1094;0,1979;0,2501;0,1631;0,0041;0,0003;0,0659;0,0588;0,0316;0,0508;0,0121
Italy;Eritrea;Import;Import Partner Share (%);;0,0001;0,0009;0,0016;0,0014;0,001;0,0007;0,0015;0,0011;0,0005;0,0005;0,0006;0,0007;0,001;0,0007;0,0009;0,0008;0,0008;0,0007;0,0007;0,0008;0,0007;0,0006;0,0005;0,0005;0,0004
Italy;Estonia;Import;Import Partner Share (%);0,0097;0,0095;0,0117;0,0107;0,012;0,0168;0,0166;0,0202;0,0197;0,0212;0,0161;0,0149;0,0189;0,0204;0,0267;0,0262;0,0235;0,0402;0,0266;0,0235;0,0294;0,0365;0,032;0,0336;0,0332;0,0321
Italy;Eswatini;Import;Import Partner Share (%);;;;;;;0,0041;0,0024;0,002;0,0018;0,0014;0,0009;0,0017;0,0024;0,0018;0,0065;0,0075;0,0089;0,0097;0,0161;0,006;0,0018;0,0019;0,005;0,0029;0,0055
Italy;Ethiopia(excludes Eritrea);Import;Import Partner Share (%);0,0215;0,0262;0,0257;0,0266;0,0222;0,0156;0,0152;0,0196;0,0191;0,0146;0,0115;0,0152;0,014;0,017;0,0159;0,0148;0,0123;0,0214;0,0147;0,0144;0,0158;0,0157;0,0141;0,0123;0,0133;0,0166
Italy;Faeroe Islands;Import;Import Partner Share (%);0,0001;0;0;0;0,0009;0,0001;0,0001;;0,0001;0,0001;0,0001;0;0,0001;0,0001;0,0001;0;0;0;0;0;0;0;0;0,0001;0,0001;0,0002
Italy;Falkland Island;Import;Import Partner Share (%);0,0023;;0,0002;0;0,0004;0,0001;0,0002;0,0002;0,0001;0;0;0;0;0;0,0001;0;0;0;0;0;;0;;;0,0001;0,0001
Italy;Fiji;Import;Import Partner Share (%);0,0009;0,0005;0,0002;0,0002;0,0002;0,0005;0,0005;0,0001;0,0001;0,0001;0,0001;0,0001;0,0001;0,0001;0,0001;0;0;0,0001;0;0;0;0,0032;0;0,0036;0;0
Italy;Finland;Import;Import Partner Share (%);0,5753;0,5964;0,534;0,5934;0,7334;0,7895;0,881;0,6732;0,6379;0,6894;0,5423;0,5858;0,6337;0,541;0,604;0,4857;0,3944;0,3493;0,4019;0,3676;0,3911;0,3596;0,3641;0,3738;0,3754;0,5853
Italy;Fm Sudan;Import;Import Partner Share (%);0,0441;0,0337;0,0209;0,0338;0,0309;0,0262;0,0169;0,0162;0,029;0,0216;0,0072;0,0055;0,007;0,0105;0,0053;0,0027;0,0018;0,0602;;;;;;;;
Italy;Fr. So. Ant. Tr;Import;Import Partner Share (%);;;;;;;;;;0;;;0;0;;0;;0;;;;0;;;0;
Italy;France;Import;Import Partner Share (%);13,5622;14,1323;13,5698;13,1905;13,1718;12,5546;11,2641;11,2229;11,4097;11,3217;10,8694;9,9037;9,2315;9,0655;8,5209;8,8309;8,7274;8,3242;8,304;8,4519;8,6298;8,6843;8,9136;8,7355;8,5967;8,2097
Italy;Free Zones;Import;Import Partner Share (%);0;0;;;;;;;;;;;;;;;;;;;;;;;;
Italy;French Guiana;Import;Import Partner Share (%);0,0008;0,0003;;;;;;;;;;;;;;;;;;;;;;;;
Italy;French Polynesia;Import;Import Partner Share (%);0,0001;0,0003;0,0004;0,0006;0,0051;0,0021;0,0016;0,0008;0,0005;0,0003;0,0014;0,0005;0,0006;0,0006;0,0011;0,0004;0,0003;0,0009;0,0003;0,0003;0,0017;0,0012;0,001;0,0007;0,0008;0,0006
Italy;Gabon;Import;Import Partner Share (%);0,0161;0,0187;0,0189;0,0128;0,018;0,0139;0,0174;0,0157;0,0163;0,019;0,0249;0,0235;0,0199;0,0189;0,0601;0,0133;0,03;0,0409;0,0454;0,067;0,0738;0,126;0,0963;0,0511;0,0437;0,0419
Italy;Gambia, The;Import;Import Partner Share (%);0;0,0007;0,0001;0,0002;0,0002;0,0002;0,0001;0;0,0015;0,0003;0,001;;0,0004;0;;0;0;0;0;0;0,0006;0,0003;0,0001;0,0003;0,0001;0,001
Italy;Georgia;Import;Import Partner Share (%);0,0026;0,0039;0,002;0,0085;0,008;0,0133;0,0405;0,0077;0,0088;0,0058;0,0069;0,0106;0,0077;0,0094;0,0087;0,0114;0,0054;0,0201;0,0119;0,021;0,0274;0,0383;0,0174;0,0132;0,0124;0,0115
Italy;Germany;Import;Import Partner Share (%);19,2355;19,4449;18,5234;17,9731;18,8059;19,1568;17,5468;17,8182;17,8;17,8357;17,72;17,0759;16,4618;16,8347;15,6708;16,6706;16,0306;15,5203;14,4957;14,7636;15,2368;15,5449;16,3093;16,3794;16,4757;16,1654
Italy;Ghana;Import;Import Partner Share (%);0,0495;0,0317;0,0771;0,0277;0,1096;0,0863;0,0326;0,0288;0,0307;0,0341;0,0251;0,0248;0,0199;0,0176;0,0164;0,017;0,0181;0,1337;0,2199;0,1815;0,1506;0,093;0,0608;0,0406;0,0339;0,0716
Italy;Gibraltar;Import;Import Partner Share (%);0,0003;0,0001;0,0002;0,0008;0,0002;0,0008;0,0002;0,0099;0,0016;0,0006;0,0021;0,0066;0,0016;0,0016;0,0025;0,0051;0,0061;0,0079;0,0002;0,0148;0,013;0,0123;0,0017;0,0043;0,0088;0
Italy;Greece;Import;Import Partner Share (%);0,7875;0,733;0,7477;0,646;0,556;0,6977;0,5141;0,5168;0,4853;0,5559;0,5258;0,5012;0,5638;0,5446;0,4848;0,4997;0,5113;0,5259;0,5509;0,6312;0,6513;0,6861;0,7054;0,6689;0,674;0,7182
Italy;Greenland;Import;Import Partner Share (%);0,0004;;0;0;0;0,0001;0;0;0;0;0;;;0;;0;;0;0;0;;;0;;0;0
Italy;Grenada;Import;Import Partner Share (%);0,0001;0;0;0,0001;0,0001;0,0002;0,0001;0,0002;0;0;0;0,0003;0;0,0005;0;;0;0;0;0;0;0;0;0;0;0
Italy;Guadeloupe;Import;Import Partner Share (%);0,0001;0,0001;;;;;;;;;;;;;;;;;;;;;;;;
Italy;Guam;Import;Import Partner Share (%);;;;;;;;;0,0001;0,0001;0;0;0;0;0;0;0;0,0001;0,0001;0;0;0;0;0;0,0001;0,0001
Italy;Guatemala;Import;Import Partner Share (%);0,0174;0,0192;0,0172;0,024;0,0184;0,0149;0,0139;0,0124;0,0095;0,0107;0,0107;0,0099;0,01;0,01;0,0138;0,0168;0,0163;0,0169;0,0187;0,0134;0,0153;0,0285;0,0276;0,0377;0,0342;0,0514
Italy;Guinea;Import;Import Partner Share (%);0,0166;0,0195;0,0227;0,0135;0,0076;0,0037;0,0035;0,0042;0,0106;0,0027;0,0025;0,0022;0,0029;0,0027;0,0064;0,0017;0,0012;0,0025;0,0021;0,0018;0,001;0,0012;0,0011;0,001;0,0005;0,0009
Italy;Guinea-Bissau;Import;Import Partner Share (%);0,002;0,0065;0,0065;0,0039;0,0032;0,0022;0,0008;0,0007;0,0014;0,002;0,0012;0,0007;0,0005;0;0,0001;0,0001;0;0;0;0;0;0,0003;0,0001;;0;0
Italy;Guyana;Import;Import Partner Share (%);0,0023;0,002;0,0012;0,0024;0,0013;0,0011;0,0009;0,001;0,0009;0,0006;0,0007;0,0017;0,0004;0,0012;0,0013;0,0018;0,0019;0,0006;0,0014;0,0006;0,0011;0,0059;0,0074;0,0048;0,0029;0,0038
Italy;Haiti;Import;Import Partner Share (%);0,0023;0,0044;0,0053;0,0027;0,0029;0,0016;0,0006;0,0006;0,0005;0,0004;0,0004;0,0002;0,0002;0,0002;0,0003;0,0002;0,0001;0,0002;0,0004;0,0003;0,0006;0,0006;0,0006;0,0003;0,0006;0,0004
Italy;Heard Island and McDonald Isla;Import;Import Partner Share (%);;;;;;;;;0;;;;;0;0;;;;0;;;;;;;
Italy;Holy See;Import;Import Partner Share (%);;;;;;;0,0001;0;0,0001;0,002;0;0,0001;0,0001;0;0;0;0;0,0001;0,0001;0;0;0;0,0003;0,0001;0;0
Italy;Honduras;Import;Import Partner Share (%);0,0131;0,0147;0,0149;0,0203;0,0132;0,011;0,0095;0,0079;0,0054;0,004;0,0067;0,0084;0,0045;0,0045;0,0043;0,0083;0,0099;0,0131;0,0179;0,0113;0,0102;0,0176;0,0175;0,0177;0,0146;0,0159
Italy;Hong Kong, China;Import;Import Partner Share (%);0,1352;0,1275;0,1014;0,1157;0,1388;0,1452;0,1538;0,1497;0,1635;0,1859;0,1969;0,1678;0,1645;0,137;0,1092;0,1043;0,1052;0,0829;0,0735;0,0647;0,0693;0,0848;0,065;0,0677;0,0713;0,0785
Italy;Hungary;Import;Import Partner Share (%);0,5762;0,6346;0,6015;0,6266;0,6479;0,6826;0,6623;0,7374;0,7333;0,7072;0,8642;0,9114;0,958;1,0816;0,99;1,0204;0,9781;0,9054;0,925;1,0722;1,135;1,203;1,2519;1,3142;1,2348;1,2421
Italy;Iceland;Import;Import Partner Share (%);0,0082;0,0061;0,0046;0,0055;0,0032;0,0046;0,0052;0,0039;0,0062;0,0017;0,0012;0,0011;0,0004;0,0014;0,0008;0,0057;0,0109;0,0203;0,0172;0,0172;0,0103;0,0093;0,0064;0,0046;0,0046;0,0028
Italy;India;Import;Import Partner Share (%);0,6005;0,6694;0,6393;0,6397;0,6575;0,5896;0,6288;0,6322;0,6061;0,6387;0,7088;0,7107;0,8427;0,9067;0,8966;0,9751;1,0395;1,1883;0,9859;1,1008;1,169;1,0795;1,1529;1,2816;1,2994;1,2149
